id,Kota,perkap,score12,score11,score3,GK
5321,G,3902130.9523809524,0.375,0.375,0.16666666666666669,578589.38449
5322,G,3136052.731738095,0.041666666666666664,0.041666666666666664,0.05555555555555555,578589.38449
5323,C,2675930.9523809524,0.25,0.125,0.16666666666666669,437944.2735
5324,G,968728.5714285715,0.25,0.125,0.16666666666666669,578589.38449
5325,D,1697261.9047619049,0.4583333333333333,0.4583333333333333,0.2777777777777778,579742.9057
5326,A,1126928.5714285714,0,0,0,423139.2941
5327,E,733932.5396825396,0.125,0,0,410945.0876
5328,F,1253836.3095238095,0.375,0.375,0.16666666666666669,529685.4639
5329,C,1502019.0476190473,0.25,0.25,0,437944.2735
5330,D,667350.457815735,0.16666666666666669,0.041666666666666664,0.05555555555555555,579742.9057
5331,A,995473.2142857143,0.375,0.25,0.3333333333333333,423139.2941
5332,E,1095257.4370039683,0.375,0.375,0.16666666666666669,410945.0876
5333,B,934932.8231292517,0.25,0.125,0.16666666666666669,608804.3096
5334,A,740567.2464630781,0.4166666666666666,0.4166666666666666,0.2222222222222222,423139.2941
5335,A,2369309.523809524,0.375,0.375,0.16666666666666669,423139.2941
5336,B,1093409.3558919944,0.25,0.25,0,608804.3096
5337,E,1043130.9523809524,0.25,0.25,0,410945.0876
5338,A,1171220.238095238,0.125,0,0,423139.2941
5339,G,770880.9523809524,0.125,0,0,578589.38449
5340,E,1245884.269649471,0.25,0.25,0,410945.0876
5341,D,1749261.9047619049,0.375,0.375,0.16666666666666669,579742.9057
5342,A,870882.2178456988,0.25,0.25,0,423139.2941
5343,B,1168427.0833333333,0.25,0.25,0,608804.3096
5344,B,1412817.3769841269,0.2916666666666667,0.4166666666666666,0.2222222222222222,608804.3096
5345,A,1014128.638095238,0.5,0.625,0.5,423139.2941
5346,D,546285.7142857143,0.5416666666666667,0.4166666666666667,0.5555555555555557,579742.9057
5347,G,572438.2336309524,0.625,0.625,0.5,578589.38449
5348,E,629702.380952381,0.5833333333333334,0.5833333333333334,0.4444444444444444,410945.0876
5349,D,533721.7032608695,0.5,0.5,0.3333333333333333,579742.9057
5350,A,883542.5170068027,0.375,0.375,0.16666666666666669,423139.2941
5351,B,729577.380952381,0.375,0.375,0.16666666666666669,608804.3096
5352,B,2530476.1904761903,0.625,0.625,0.5,608804.3096
5353,B,1276214.2857142857,0.4166666666666666,0.4166666666666666,0.2222222222222222,608804.3096
5354,G,603195.9761904762,0.2916666666666667,0.16666666666666669,0.2222222222222222,578589.38449
5355,C,848532.7380952381,0.25,0.125,0.16666666666666669,437944.2735
5356,C,638256.7414965986,0.25,0.125,0.16666666666666669,437944.2735
5357,B,923419.8407142857,0.375,0.25,0.3333333333333333,608804.3096
5358,B,1662547.619047619,0.16666666666666669,0.041666666666666664,0.05555555555555555,608804.3096
5359,G,754816.6666666666,0.375,0.375,0.16666666666666669,578589.38449
5360,B,1267845.238095238,0.125,0,0,608804.3096
5361,A,269914.1865079365,0.125,0,0,423139.2941
5362,D,478114.28571428574,0.5416666666666667,0.4166666666666667,0.5555555555555557,579742.9057
5363,E,686270.8333333333,0.2916666666666667,0.16666666666666669,0.2222222222222222,410945.0876
5364,C,610113.0952380953,0.25,0.25,0,437944.2735
5365,C,889031.0693641619,0.4583333333333333,0.4583333333333333,0.2777777777777778,437944.2735
5366,C,431521.5965480758,0.5,0.375,0.5,437944.2735
5367,E,666871.5277777778,0.25,0.25,0,410945.0876
5368,C,471158.4276942073,0.5,0.5,0.3333333333333333,437944.2735
5369,F,1170666.6666666667,0.25,0.125,0.16666666666666669,529685.4639
5370,G,1309982.0634920634,0.375,0.375,0.16666666666666669,578589.38449
5371,C,2133063.492063492,0.2916666666666667,0.2916666666666667,0.05555555555555555,437944.2735
5372,F,963119.0476190476,0.125,0,0,529685.4639
5373,A,959201.0537038982,0.25,0.125,0.16666666666666669,423139.2941
5374,D,879246.0317460317,0.4166666666666666,0.4166666666666666,0.2222222222222222,579742.9057
5375,A,1413192.8961372606,0.4583333333333333,0.4583333333333333,0.2777777777777778,423139.2941
5376,D,868755.9523809524,0.375,0.375,0.16666666666666669,579742.9057
5377,F,1424453.5714285714,0.375,0.375,0.16666666666666669,529685.4639
5378,A,713720.2380952381,0.625,0.625,0.5,423139.2941
5379,G,2089143.0952380951,0.25,0.25,0,578589.38449
5380,C,1381529.761904762,0.2916666666666667,0.4166666666666666,0.2222222222222222,437944.2735
5381,D,1730619.0476190473,0.375,0.375,0.16666666666666669,579742.9057
5382,D,1039571.6706349206,0.25,0.125,0.16666666666666669,579742.9057
5383,E,870630.9523809524,0.4583333333333333,0.4583333333333333,0.2777777777777778,410945.0876
5384,G,2383672.619047619,0.5,0.5,0.3333333333333333,578589.38449
5385,F,2071630.952380952,0.2916666666666667,0.16666666666666669,0.2222222222222222,529685.4639
5386,D,1769952.380952381,0.25,0.125,0.16666666666666669,579742.9057
5387,G,1696171.7752760525,0.125,0,0,578589.38449
5388,D,1155368.5714285716,0,0,0,579742.9057
5389,C,1199553.5714285714,0.125,0,0,437944.2735
5390,G,1569753.593073593,0.125,0,0,578589.38449
5391,G,926007.9365079366,0.375,0.375,0.16666666666666669,578589.38449
5392,B,629232.1428571428,0.5,0.5,0.3333333333333333,608804.3096
5393,G,1482345.5936507937,0.125,0.125,0.16666666666666669,578589.38449
5394,G,1184822.0238095238,0.25,0.125,0.16666666666666669,578589.38449
5395,A,1848711.1607142857,0.25,0.25,0,423139.2941
5396,A,807109.9428571428,0.5,0.5,0.3333333333333333,423139.2941
5397,D,1681114.6031746033,0.25,0.125,0.16666666666666669,579742.9057
5398,A,671806.7602040815,0.2916666666666667,0.16666666666666669,0.2222222222222222,423139.2941
5399,C,949278.5714285715,0.2916666666666667,0.16666666666666669,0.2222222222222222,437944.2735
5400,C,1925450.680272109,0.2916666666666667,0.2916666666666667,0.05555555555555555,437944.2735
5401,C,783961.9047619049,0.375,0.375,0.16666666666666669,437944.2735
5402,A,1651678.5714285714,0.4166666666666667,0.2916666666666667,0.38888888888888884,423139.2941
5403,B,1403027.7777777778,0.4166666666666666,0.4166666666666666,0.2222222222222222,608804.3096
5404,B,1478007.2738095238,0.375,0.375,0.16666666666666669,608804.3096
5405,B,350841.1006743738,0.4166666666666666,0.4166666666666666,0.2222222222222222,608804.3096
5406,D,842095.2380952381,0.125,0.125,0.16666666666666669,579742.9057
5407,B,742880.464141865,0.4583333333333333,0.4583333333333333,0.2777777777777778,608804.3096
5408,F,1587951.1904761903,0.125,0.125,0.16666666666666669,529685.4639
5409,A,1328254.6526251526,0,0,0,423139.2941
5410,D,1064665.7142857143,0.2916666666666667,0.16666666666666669,0.2222222222222222,579742.9057
5411,G,697680,0.125,0.125,0.16666666666666669,578589.38449
5412,D,2409521.0595238097,0,0,0,579742.9057
5413,B,744559.5238095238,0.375,0.25,0.33333333333333337,608804.3096
5414,E,902488.0952380951,0.125,0.125,0.16666666666666669,410945.0876
5415,D,1749444.048992674,0.125,0.125,0.16666666666666669,579742.9057
5416,F,694525,0.375,0.375,0.16666666666666669,529685.4639
5417,G,963703.9682539683,0.5,0.5,0.33333333333333337,578589.38449
5418,C,718785.7142857142,0.16666666666666669,0.041666666666666664,0.05555555555555555,437944.2735
5419,E,1139392.7857142857,0.375,0.375,0.16666666666666669,410945.0876
5420,E,1810160.2796092797,0,0,0,410945.0876
5421,D,1381671.361904762,0,0,0,579742.9057
5422,C,1298206.4149047618,0.25,0.25,0,437944.2735
5423,F,791874.8333333333,0.5416666666666667,0.5416666666666667,0.38888888888888884,529685.4639
5424,G,545995.9761904762,0.25,0.25,0,578589.38449
5425,G,3416887.7551020407,0.041666666666666664,0.041666666666666664,0.05555555555555555,578589.38449
5426,F,454684.52897942567,0.125,0.125,0.16666666666666669,529685.4639
5427,E,1337354.9107142857,0.5,0.375,0.5,410945.0876
5428,E,1070219.0476190476,0,0,0,410945.0876
5429,C,799538.0952380951,0.5,0.5,0.3333333333333333,437944.2735
5430,A,886284.5238095238,0.5,0.5,0.33333333333333337,423139.2941
5431,B,957796.9047619049,0,0,0,608804.3096
5432,A,1174333.3333333333,0.25,0.25,0,423139.2941
5433,G,1543107.0714285714,0.125,0.125,0.16666666666666669,578589.38449
5434,B,1408261.2382380953,0.125,0,0,608804.3096
5435,G,1306869.0476190476,0.125,0,0,578589.38449
5436,F,1021011.9047619049,0.16666666666666669,0.041666666666666664,0.05555555555555555,529685.4639
5437,G,860906.994047619,0.2916666666666667,0.16666666666666669,0.2222222222222222,578589.38449
5438,D,3211944.4444444445,0.16666666666666669,0.041666666666666664,0.05555555555555555,579742.9057
5439,G,1620904.761904762,0.4166666666666667,0.2916666666666667,0.38888888888888884,578589.38449
5440,E,1296452.3809523808,0.4583333333333333,0.4583333333333333,0.2777777777777778,410945.0876
5441,A,2167375.992063492,0.2916666666666667,0.16666666666666669,0.2222222222222222,423139.2941
5442,A,1304985.7142857143,0.5,0.5,0.3333333333333333,423139.2941
5443,F,639119.0476190476,0.4166666666666667,0.2916666666666667,0.38888888888888884,529685.4639
5444,A,682068.4523809524,0.3333333333333333,0.2083333333333333,0.2777777777777778,423139.2941
5445,B,863325.3968253968,0.5833333333333334,0.5833333333333334,0.4444444444444444,608804.3096
5446,D,1830376.9841269841,0.25,0.25,0,579742.9057
5447,C,1048779.761904762,0.2916666666666667,0.2916666666666667,0.05555555555555555,437944.2735
5448,F,838535.7142857142,0.4166666666666666,0.4166666666666666,0.2222222222222222,529685.4639
5449,F,733373.0158730159,0.2916666666666667,0.16666666666666669,0.2222222222222222,529685.4639
5450,B,1161264.2857142857,0.4166666666666666,0.4166666666666666,0.2222222222222222,608804.3096
5451,C,771311.9047619047,0.375,0.375,0.16666666666666669,437944.2735
5452,G,1084886.9047619049,0.4166666666666666,0.4166666666666666,0.2222222222222222,578589.38449
5453,A,487520,0.4166666666666666,0.4166666666666666,0.2222222222222222,423139.2941
5454,A,2710567.75793651,0.5833333333333334,0.5833333333333334,0.4444444444444444,423139.2941
5455,A,1380904.761904762,0.4166666666666666,0.4166666666666666,0.2222222222222222,423139.2941
5456,A,1801821.4285714286,0.4166666666666666,0.4166666666666666,0.2222222222222222,423139.2941
5457,B,1612055.5555555557,0.375,0.375,0.16666666666666669,608804.3096
5458,E,695229.1666666667,0.2916666666666667,0.2916666666666667,0.05555555555555555,410945.0876
5459,B,505375,0.3333333333333333,0.3333333333333333,0.11111111111111109,608804.3096
5460,E,741969.0476190476,0.25,0.25,0,410945.0876
5461,E,552471.9047619047,0.4166666666666666,0.4166666666666666,0.2222222222222222,410945.0876
5462,B,1456592.261904762,0.2916666666666667,0.2916666666666667,0.05555555555555555,608804.3096
5463,E,1004164.2857142858,0.2916666666666667,0.16666666666666669,0.2222222222222222,410945.0876
5464,A,1035793.6507936508,0.4166666666666666,0.4166666666666666,0.2222222222222222,423139.2941
5465,B,1658462.7976190476,0.4166666666666666,0.4166666666666666,0.2222222222222222,608804.3096
5466,E,823396.8253968254,0.125,0,0,410945.0876
5467,A,1228672.619047619,0.25,0.25,0,423139.2941
5468,B,1367017.8571428573,0.125,0,0,608804.3096
5469,D,891690.4761904762,0.125,0,0,579742.9057
5470,E,2542345.238095238,0.4166666666666666,0.4166666666666666,0.2222222222222222,410945.0876
5471,A,2324750,0.375,0.375,0.16666666666666669,423139.2941
5472,B,776950.3968253968,0.4166666666666666,0.4166666666666666,0.2222222222222222,608804.3096
5473,E,1679988.0952380951,0.5,0.5,0.3333333333333333,410945.0876
5474,E,1091440.4761904762,0.125,0,0,410945.0876
5475,B,1735990.0793650793,0.25,0.125,0.16666666666666669,608804.3096
5476,A,1986904.7619047621,0.375,0.375,0.16666666666666669,423139.2941
5477,A,763892.8571428572,0,0,0,423139.2941
5478,D,779085.7142857143,0,0,0,579742.9057
5479,D,545562.5,0.2916666666666667,0.16666666666666669,0.2222222222222222,579742.9057
5480,A,791666.6666666667,0.5416666666666666,0.5416666666666666,0.388888888888889,423139.2941
5481,A,1243174.6031746033,0.125,0.125,0.16666666666666669,423139.2941
5482,C,4103253.9682539683,0.25,0.25,0,437944.2735
5483,C,1456102.6785714286,0.2916666666666667,0.2916666666666667,0.05555555555555555,437944.2735
5484,G,1693997.0238095238,0.5,0.5,0.3333333333333333,578589.38449
5485,G,2689841.26984127,0.25,0.25,0,578589.38449
5486,F,1192472.2222222222,0.25,0.125,0.16666666666666669,529685.4639
5487,B,988806.5476190476,0.125,0,0,608804.3096
5488,B,967333.9285714286,0.2916666666666667,0.2916666666666667,0.05555555555555555,608804.3096
5489,F,2709e3,0.125,0.125,0.16666666666666669,529685.4639
5490,G,414952.38095238095,0.4583333333333333,0.4583333333333333,0.2777777777777778,578589.38449
5491,E,1345821.4285714286,0.25,0.125,0.16666666666666669,410945.0876
5492,G,2348133.9285714286,0,0,0,578589.38449
5493,G,2154613.095238095,0.625,0.625,0.5,578589.38449
5494,C,1124720.238095238,0.125,0,0,437944.2735
5495,G,432146.8253968254,0.375,0.375,0.16666666666666669,578589.38449
5496,A,1451270.8333333333,0.25,0.125,0.16666666666666669,423139.2941
5497,C,1036373.5119047619,0.3333333333333333,0.2083333333333333,0.2777777777777778,437944.2735
5498,G,1633842.261904762,0.5416666666666667,0.5416666666666667,0.38888888888888884,578589.38449
5499,F,737011.9047619049,0.375,0.375,0.16666666666666669,529685.4639
5500,F,1617765.8730158731,0.16666666666666669,0.16666666666666669,0.2222222222222222,529685.4639
5501,A,1588300.5952380954,0.25,0.125,0.16666666666666669,423139.2941
5502,A,702207.1428571428,0.2916666666666667,0.2916666666666667,0.05555555555555555,423139.2941
5503,G,1704670.634920635,0.16666666666666669,0.041666666666666664,0.05555555555555555,578589.38449
5504,D,684433.3333333334,0,0,0,579742.9057
5505,A,981214.2857142857,0,0,0,423139.2941
5506,A,2154547.619047619,0.25,0.125,0.16666666666666669,423139.2941
5507,E,1709083.3333333333,0.125,0,0,410945.0876
5508,A,566831.785714286,0.125,0.125,0.16666666666666669,423139.2941
5509,F,927803.5714285715,0.125,0.125,0.16666666666666669,529685.4639
5510,C,1284055.9523809524,0.16666666666666669,0.16666666666666669,0.2222222222222222,437944.2735
5511,D,1617047.619047619,0,0,0,579742.9057
5512,A,4145285.714285714,0.25,0.25,0,423139.2941
5513,A,920023.8095238095,0.375,0.375,0.16666666666666669,423139.2941
5514,A,1174324.4047619049,0,0,0,423139.2941
5515,A,581069.0642857143,0.25,0.125,0.16666666666666669,423139.2941
5516,F,1208476.1904761905,0.5416666666666667,0.5416666666666667,0.38888888888888884,529685.4639
5517,C,1117592.261904762,0.125,0,0,437944.2735
5518,C,992107.1428571428,0.375,0.375,0.16666666666666669,437944.2735
5519,C,744940.4761904762,0.25,0.125,0.16666666666666669,437944.2735
5520,C,682e3,0.125,0,0,437944.2735
5521,D,642294.6428571428,0.25,0.25,0,579742.9057
5522,A,1022032.7380952381,0.25,0.125,0.16666666666666669,423139.2941
5523,C,518833.3333333333,0.25,0.25,0,437944.2735
5524,E,429279.70634920633,0.5416666666666667,0.5416666666666667,0.38888888888888884,410945.0876
5525,C,966410.7142857143,0.4166666666666666,0.4166666666666666,0.2222222222222222,437944.2735
5526,B,1427932.5396825399,0.2916666666666667,0.16666666666666669,0.2222222222222222,608804.3096
5527,D,1014992.0634920634,0.25,0.25,0,579742.9057
5528,F,1157753.9682539683,0.125,0,0,529685.4639
5529,B,523944.44444444444,0.125,0,0,608804.3096
5530,B,720818.4523809524,0.125,0,0,608804.3096
5531,B,668412.7123015873,0,0,0,608804.3096
5532,A,2290174.603174603,0,0,0,423139.2941
5533,E,1380578.5714285714,0,0,0,410945.0876
5534,B,3587888.8888888885,0,0,0,608804.3096
5535,C,1428404.761904762,0.375,0.375,0.16666666666666669,437944.2735
5536,E,1310809.5238095238,0.25,0.25,0,410945.0876
5537,E,1447342.6904761905,0.125,0,0,410945.0876
5538,F,472794.40476190473,0.16666666666666669,0.041666666666666664,0.05555555555555555,529685.4639
5539,B,1098240.9047619049,0.375,0.375,0.16666666666666669,608804.3096
5540,G,2061059.5238095238,0.25,0.125,0.16666666666666669,578589.38449
5541,G,1963460.9523809524,0,0,0,578589.38449
5542,E,2586845.279761905,0.25,0.25,0,410945.0876
5543,A,1901467.3382173383,0.4166666666666666,0.4166666666666666,0.2222222222222222,423139.2941
5544,F,1772321.4285630952,0.375,0.375,0.16666666666666669,529685.4639
5545,D,1582440.4761904764,0.25,0.25,0,579742.9057
5546,C,1797023.8095238097,0.3333333333333333,0.2083333333333333,0.2777777777777778,437944.2735
5547,E,1157505.9524285714,0.125,0,0,410945.0876
5548,E,3232105.1587301586,0.125,0.25,0,410945.0876
5549,A,914154.7619047618,0.25,0.25,0,423139.2941
5550,F,2752761.904761905,0.2083333333333333,0.08333333333333333,0.11111111111111109,529685.4639
5551,B,2056059.5238095238,0,0,0,608804.3096
5552,A,1485940.4755523808,0.375,0.375,0.16666666666666669,423139.2941
5553,C,877095.2047619049,0.16666666666666669,0.041666666666666664,0.05555555555555555,437944.2735
5554,G,1651761.9047619049,0,0,0,578589.38449
5555,C,4118255.238095238,0,0,0,437944.2735
5556,G,1152619.0476190476,0.25,0.25,0,578589.38449
5557,G,2108994.0476190476,0.4166666666666666,0.4166666666666666,0.2222222222222222,578589.38449
5558,C,1427318.451547619,0.25,0.25,0,437944.2735
5559,D,901821.4285714285,0.2916666666666667,0.2916666666666667,0.05555555555555555,579742.9057
5560,E,4115699.007936508,0,0,0,410945.0876
5561,B,633304.7590476191,0.125,0,0,608804.3096
5562,B,637428.5714285714,0.5416666666666667,0.5416666666666667,0.38888888888888884,608804.3096
5563,F,1268619.0476190476,0,0,0,529685.4639
5564,C,4027109.238095238,0.25,0.25,0,437944.2735
5565,G,1040470.2380952381,0.25,0.25,0,578589.38449
5566,C,1899078.5714285714,0.375,0.375,0.16666666666666669,437944.2735
5567,E,3291482.1428571427,0.125,0.25,0,410945.0876
5568,G,1081976.1904761905,0.25,0.25,0,578589.38449
5569,E,3524821.4285714286,0.375,0.375,0.16666666666666669,410945.0876
5570,A,1424773.8095238095,0,0,0,423139.2941
5571,A,777188.4896825397,0.125,0,0,423139.2941
5572,C,2856547.619047619,0.125,0.125,0.16666666666666669,437944.2735
5573,A,872089.2857142857,0.16666666666666669,0.16666666666666669,0.2222222222222222,423139.2941
5574,A,2513375,0.25,0.125,0.16666666666666669,423139.2941
5575,E,1138523.8095238095,0,0,0,410945.0876
5576,A,879089.2892857143,0.375,0.375,0.16666666666666669,423139.2941
5577,C,678833.3333333333,0.125,0.125,0.16666666666666669,437944.2735
5578,F,1580984.1269841269,0.25,0.25,0,529685.4639
5579,C,1070950.3968253967,0.375,0.25,0.3333333333333333,437944.2735
5580,A,1361323.3785714286,0.4166666666666666,0.4166666666666666,0.2222222222222222,423139.2941
5581,E,1812178.5714285716,0.125,0,0,410945.0876
5582,B,1292380.9523809524,0.125,0.125,0.16666666666666669,608804.3096
5583,E,1370132.7967857143,0,0,0,410945.0876
5584,A,804011.9047619046,0.125,0,0,423139.2941
5585,D,384190.4761904762,0.375,0.375,0.16666666666666669,579742.9057
5586,A,601511.9047619047,0.625,0.625,0.5,423139.2941
5587,C,1680726.1904761905,0.5,0.5,0.33333333333333337,437944.2735
5588,G,587880.9540476191,0.375,0.375,0.16666666666666669,578589.38449
5589,B,2399851.1904761903,0.25,0.25,0,608804.3096
5590,G,2628055.5555555555,0.25,0.25,0,578589.38449
5591,E,646303.9682539683,0.5833333333333334,0.5833333333333334,0.4444444444444444,410945.0876
5592,A,1436916.6666666667,0.125,0,0,423139.2941
5593,F,1860182.738095238,0,0,0,529685.4639
5594,B,971065.4797619048,0.375,0.375,0.16666666666666669,608804.3096
5595,D,1157301.5873015875,0.2916666666666667,0.2916666666666667,0.388888888888889,579742.9057
5596,F,1057502.3809809524,0.4166666666666666,0.4166666666666666,0.2222222222222222,529685.4639
5597,A,471678.5714285714,0.4583333333333333,0.4583333333333333,0.2777777777777778,423139.2941
5598,A,863645.2380952381,0.45833333333333337,0.33333333333333337,0.4444444444444444,423139.2941
5599,A,1954261.8999999997,0.041666666666666664,0.041666666666666664,0.05555555555555555,423139.2941
5600,A,809079.3698412698,0.625,0.625,0.5,423139.2941
5601,A,1317380.9523809524,0.2916666666666667,0.2916666666666667,0.05555555555555555,423139.2941
5602,E,542457.142857143,0.3333333333333333,0.2083333333333333,0.2777777777777778,410945.0876
5603,A,1574388.9365079366,0.375,0.375,0.16666666666666669,423139.2941
5604,G,1851333.3333333333,0.25,0.25,0,578589.38449
5605,A,2478051.587301587,0.125,0.125,0.16666666666666669,423139.2941
5606,G,623640.4761904762,0.25,0.25,0,578589.38449
5607,E,1534595.238095238,0.4583333333333333,0.4583333333333333,0.2777777777777778,410945.0876
5608,A,2280650.7936507934,0.16666666666666669,0.16666666666666669,0.2222222222222222,423139.2941
5609,G,935570.7142857143,0.625,0.625,0.5,578589.38449
5610,A,1223622.6005944437,0.125,0.25,0,423139.2941
5611,G,474380.3257001404,0.25,0.25,0,578589.38449
5612,B,725063.4920634921,0.375,0.375,0.16666666666666669,608804.3096
5613,A,1644055.5555555553,0.25,0.375,0.16666666666666669,423139.2941
5614,D,863134.9206349207,0.125,0,0,579742.9057
5615,A,1336071.4285714286,0.25,0.375,0.16666666666666669,423139.2941
5616,C,998976.1904761905,0.3333333333333333,0.2083333333333333,0.2777777777777778,437944.2735
5617,F,1260535.7142857143,0.25,0.25,0,529685.4639
5618,B,1608547.619047619,0.25,0.25,0,608804.3096
5619,B,958410.7976190476,0.375,0.375,0.16666666666666669,608804.3096
5620,E,3504912.7817460317,0.16666666666666669,0.041666666666666664,0.05555555555555555,410945.0876
5621,G,2508690.5595238097,0.2916666666666667,0.2916666666666667,0.05555555555555555,578589.38449
5622,B,3680803.5436507934,0.2916666666666667,0.2916666666666667,0.05555555555555555,608804.3096
5623,B,1110455.3571428573,0.2916666666666667,0.16666666666666669,0.2222222222222222,608804.3096
5624,E,1940864.7138012722,0.2916666666666667,0.16666666666666669,0.2222222222222222,410945.0876
5625,G,856330.1583611488,0.2083333333333333,0.08333333333333333,0.11111111111111109,578589.38449
5626,D,972574.7857142857,0.4166666666666666,0.4166666666666666,0.2222222222222222,579742.9057
5627,G,2568642.8571428573,0.2916666666666667,0.2916666666666667,0.05555555555555555,578589.38449
5628,F,3983209.59047619,0.3333333333333333,0.2083333333333333,0.2777777777777778,529685.4639
5629,B,940258.9285714286,0.2916666666666667,0.2916666666666667,0.05555555555555555,608804.3096
5630,B,1222123.0158730159,0,0,0,608804.3096
5631,D,3556309.6071428573,0.25,0.375,0.16666666666666669,579742.9057
5632,F,3384119.1309523815,0.125,0,0,529685.4639
5633,D,2022283.365079365,0.16666666666666669,0.041666666666666664,0.05555555555555555,579742.9057
5634,A,624208.3333333333,0.375,0.25,0.3333333333333333,423139.2941
5635,G,1260271.0269178364,0.5,0.5,0.3333333333333333,578589.38449
5636,A,3262539.7658730163,0,0,0,423139.2941
5637,A,1060277.7777777778,0.25,0.25,0,423139.2941
5638,A,1180474.7648809524,0,0,0,423139.2941
5639,B,739107.1428571428,0.2916666666666667,0.2916666666666667,0.05555555555555555,608804.3096
5640,A,1048457.142857143,0.2916666666666667,0.2916666666666667,0.05555555555555555,423139.2941
5641,B,3589690.5595238097,0.041666666666666664,0.041666666666666664,0.05555555555555555,608804.3096
5642,C,1524214.3190476191,0.375,0.375,0.16666666666666669,437944.2735
5643,B,1244345.3214285714,0.375,0.375,0.16666666666666669,608804.3096
5644,D,991004.8452380954,0.125,0.125,0.16666666666666669,579742.9057
5645,C,1323214.3482142857,0.16666666666666669,0.041666666666666664,0.05555555555555555,437944.2735
5646,A,4569142.857142857,0.125,0,0,423139.2941
5647,F,416154.84523809527,0.5416666666666667,0.5416666666666667,0.38888888888888884,529685.4639
5648,E,3830142.9404761903,0.125,0,0,410945.0876
5649,A,1450619.1309523808,0.2916666666666667,0.2916666666666667,0.05555555555555555,423139.2941
5650,E,760869.0476190476,0.25,0.125,0.16666666666666669,410945.0876
5651,A,1425092.3452380951,0.125,0.125,0.16666666666666669,423139.2941
5652,A,2145e3,0.25,0.25,0,423139.2941
5653,A,3882035.7420634925,0.25,0.125,0.16666666666666669,423139.2941
5654,A,422269.13095238095,0.25,0.25,0,423139.2941
5655,A,4028748.0158730163,0.125,0.25,0,423139.2941
5656,A,1821845.2797619049,0.375,0.375,0.16666666666666669,423139.2941
5657,A,1282826.7857142857,0.125,0,0,423139.2941
5658,G,2202040.8520408166,0.375,0.25,0.3333333333333333,578589.38449
5659,C,1114631.0357142857,0.125,0,0,437944.2735
5660,C,4766183.248247669,0.125,0,0,437944.2735
5661,E,694166.75,0.25,0.25,0,410945.0876
5662,C,681321.4285714285,0.25,0.125,0.16666666666666669,437944.2735
5663,A,956845.2380952381,0.25,0.25,0,423139.2941
5664,B,1297789.7658730159,0.25,0.25,0,608804.3096
5665,D,2220351.273809524,0.25,0.25,0,579742.9057
5666,C,3251209.4801659454,0.125,0,0,437944.2735
5667,A,816565.4761904762,0.375,0.375,0.16666666666666669,423139.2941
5668,B,1468333.3333333333,0.25,0.25,0,608804.3096
5669,C,1480604.8452380951,0.125,0,0,437944.2735
5670,G,2702678.654761905,0.25,0.125,0.16666666666666669,578589.38449
5671,A,3384365.162698413,0,0,0,423139.2941
5672,A,1592142.857142857,0.125,0,0,423139.2941
5673,E,1900285.7976190476,0.25,0.125,0.16666666666666669,410945.0876
5674,D,1925793.7341269841,0.125,0.25,0,579742.9057
5675,A,4121004.051587302,0.125,0,0,423139.2941
5676,D,1108416.75,0.2916666666666667,0.2916666666666667,0.05555555555555555,579742.9057
5677,D,968595.3214285715,0.125,0,0,579742.9057
5678,E,694642.857142857,0.125,0.125,0.16666666666666669,410945.0876
5679,B,1058438.0952380951,0.25,0.125,0.16666666666666669,608804.3096
5680,A,2947154.845238095,0.375,0.375,0.16666666666666669,423139.2941
5681,A,4066664.251123042,0.16666666666666669,0.041666666666666664,0.05555555555555555,423139.2941
5682,B,1819023.892857143,0,0,0,608804.3096
5683,D,1433809.5238095238,0.125,0,0,579742.9057
5684,B,898126.9841269841,0.125,0,0,608804.3096
5685,E,1148750,0.25,0.25,0,410945.0876
5686,A,1933196.4702380951,0.125,0.125,0.16666666666666669,423139.2941
5687,A,3196111.194444444,0,0,0,423139.2941
5688,A,2543333.3333333335,0.375,0.375,0.16666666666666669,423139.2941
5689,A,3556261.904761905,0.375,0.375,0.16666666666666669,423139.2941
5690,D,1541609.607142857,0,0,0,579742.9057
5691,G,763330.9523809524,0.2916666666666667,0.16666666666666669,0.2222222222222222,578589.38449
5692,C,2262940.476190476,0.125,0,0,437944.2735
5693,E,1402635.7976190478,0.125,0.125,0.16666666666666669,410945.0876
5694,E,951095.2380952382,0.375,0.375,0.16666666666666669,410945.0876
5695,A,1552622.0238095238,0.375,0.25,0.3333333333333333,423139.2941
5696,B,2038854.8452380951,0.16666666666666669,0.041666666666666664,0.05555555555555555,608804.3096
5697,D,754823,0.4166666666666666,0.4166666666666666,0.2222222222222222,579742.9057
5698,C,1901309.607142857,0.25,0.375,0.16666666666666669,437944.2735
5699,G,708782.7589285714,0.4166666666666666,0.4166666666666666,0.2222222222222222,578589.38449
5700,C,1082386.9047619049,0.4166666666666666,0.4166666666666666,0.2222222222222222,437944.2735
5701,B,1545240.1626984125,0.16666666666666669,0.16666666666666669,0.2222222222222222,608804.3096
5702,C,3225845.154761905,0.4166666666666666,0.4166666666666666,0.2222222222222222,437944.2735
5703,B,1662797.681547619,0.4166666666666666,0.4166666666666666,0.2222222222222222,608804.3096
5704,G,1888018.1702659107,0.16666666666666669,0.041666666666666664,0.05555555555555555,578589.38449
5705,D,1566190.4761904764,0.2916666666666667,0.4166666666666666,0.2222222222222222,579742.9057
